Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,EnglishTitle,OMDb_Title,OMDb_Year,OMDb_Rated,OMDb_Released,OMDb_Runtime,OMDb_Genre,OMDb_Director,OMDb_Writer,OMDb_Actors,OMDb_Plot,OMDb_Language,OMDb_Country,OMDb_Awards,OMDb_Poster,OMDb_Ratings,OMDb_Metascore,OMDb_imdbRating,OMDb_imdbVotes,OMDb_imdbID,OMDb_Type,OMDb_DVD,OMDb_BoxOffice,OMDb_Production,OMDb_Website,OMDb_Response,Error
Kuch Kuch Hota Hai // कुछ कुछ होता है,No,,"2,500,000",3:05,800000,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,1998.0,Not Rated,16 Oct 1998,185 min,"Comedy, Drama, Musical",Karan Johar,Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji","During their college years, Anjali was in love with her best-friend Rahul, but he had eyes only for Tina. Years later, Rahul and the now-deceased Tina's eight-year-old daughter attempts to reunite her father and Anjali.",Hindi,India,32 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMmQ0ZjliZTgtMjQ3NC00N2NiLTkxNjktY2VkOTQ2N2QyODNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,7.5,"58,570",tt0172684,movie,,"$2,100,000",,,True,
Main Hoon Na,No,,"2,400,000",2:51,800000,Main Hoon Na,Main Hoon Na,2004.0,Not Rated,30 Apr 2004,182 min,"Action, Comedy, Drama",Farah Khan,"Farah Khan, Abbas Tyrewala, Rajesh Saathi","Shah Rukh Khan, Sushmita Sen, Suniel Shetty","An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",Hindi,India,17 wins & 41 nominations,https://m.media-amazon.com/images/M/MV5BMDcwZDJhOGQtNWI5NS00MmI3LWFkYjMtNTY3OGUxMjgwMjZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,"41,437",tt0347473,movie,,"$1,747,060",,,True,
The Lord of the Rings: The Fellowship of the Ring,No,,"2,400,000",2:58,800000,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,2001.0,PG-13,19 Dec 2001,178 min,"Adventure, Drama, Fantasy",Peter Jackson,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens","Elijah Wood, Ian McKellen, Orlando Bloom",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"English, Sindarin","New Zealand, United States, United Kingdom",Won 4 Oscars. 125 wins & 126 nominations total,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92.0,8.9,"2,132,884",tt0120737,movie,,"$319,372,078",,,True,
Bonnie & Clyde,No,,"2,200,000",2:54,800000,Bonnie & Clyde,Bonnie & Clyde,2015.0,,06 Jan 2015,4 min,"Short, Crime",Joseph Medlock,Joseph Medlock,"Richard Amor Allan, James George Ford, Shauna Furse","What should be a casual stop at a café becomes more than Clyde anticipated and planned for, when power mad Bonnie's destructive behaviour forces Clyde back into their life of crime.",English,United Kingdom,,,[],,,,tt4886744,movie,,,,,True,
Dil Dhadakne Do // दिल धड़कने दो,No,,"2,200,000",2:54,800000,Dil Dhadakne Do,Dil Dhadakne Do,2015.0,Not Rated,05 Jun 2015,170 min,"Comedy, Drama, Romance",Zoya Akhtar,"Zoya Akhtar, Reema Kagti, Javed Akhtar","Anil Kapoor, Shefali Shah, Priyanka Chopra Jonas",The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.,Hindi,India,10 wins & 31 nominations,https://m.media-amazon.com/images/M/MV5BZmExOTlmNDAtYWMzZC00NzEyLWFhYmYtNTgwMjZiMDRhMDQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}]",,7.0,"20,475",tt4110568,movie,,"$3,066,100",,,True,
Hi Nanna,Yes,,"2,200,000",2:36,800000,Hi Nanna,Hi Nanna,2023.0,,07 Dec 2023,155 min,"Drama, Family, Romance",Shouryuv,"Vamshi Bommena, Nagendra Kasi, Shouryuv","Nani, Mrunal Thakur, Kiara Khanna",A single father begins to narrate the story of the missing mother to his child and nothing remains the same.,Telugu,India,15 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BZmU4MzExZGQtYzUzZC00NGE2LTg5NTgtZWI3MWM4YzgyNWUxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,8.2,"20,583",tt25433734,movie,,,,,True,
Bharat // भारत,Yes,,"2,100,000",2:34,800000,Bharat,Bharat,2019.0,Not Rated,05 Jun 2019,150 min,"Action, Comedy, Drama",Ali Abbas Zafar,"Su-jin Park, Varun V. Sharma, Ali Abbas Zafar","Salman Khan, Katrina Kaif, Sunil Grover","At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what.",Hindi,India,3 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BZTUzYWUzYzMtNTQ2NS00ZDI5LTk2MzQtNmE0ZWQwMGZiMjliXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}]",,4.7,"32,794",tt7721800,movie,,"$2,971,549",,,True,
Raw (Hindi) (2022),No,,"2,100,000",2:37,800000,Raw (Hindi),,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Clear and Present Danger,No,,"2,000,000",2:22,800000,Clear and Present Danger,Clear and Present Danger,1994.0,PG-13,03 Aug 1994,141 min,"Action, Crime, Drama",Phillip Noyce,"Tom Clancy, Donald E. Stewart, Steven Zaillian","Harrison Ford, Willem Dafoe, Anne Archer",CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,"English, Spanish","United States, Canada",Nominated for 2 Oscars. 3 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZmRhZWJhZTctZjE4OS00NzM0LWIyYzEtNTM2MDgyY2MwNTQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,6.9,"113,327",tt0109444,movie,,"$122,187,717",,,True,
Dabangg 3 // दबंग 3,Yes,,"2,000,000",2:28,800000,Dabangg 3,Dabangg 3,2019.0,Not Rated,20 Dec 2019,160 min,"Action, Comedy, Crime",Prabhu Deva,"Salman Khan, Prabhu Deva, Alok Upadhyay","Salman Khan, Sudeep, Sonakshi Sinha","Chulbul Pandey encounters an enemy from his past, and his origin story as the fearless cop unfolds.",Hindi,India,4 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNGRkZjQzNzctNTZjYi00YzgwLWE3NjctMmQ2OTE0OGJmNTk0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}]",,3.0,"20,614",tt7059844,movie,,"$202,000",,,True,
Udta Punjab // उड़ता पंजाब,Yes,,"2,000,000",2:26,800000,Udta Punjab,Udta Punjab,2016.0,Not Rated,17 Jun 2016,148 min,"Action, Crime, Drama",Abhishek Chaubey,"Sudip Sharma, Abhishek Chaubey","Shahid Kapoor, Alia Bhatt, Kareena Kapoor",A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,Hindi,India,21 wins & 39 nominations,https://m.media-amazon.com/images/M/MV5BN2I5YjhlYTctYzhmNy00NGVlLWJjNDEtYWJkYjViMDEzMWViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",,7.7,"32,640",tt4434004,movie,,,,,True,
Jerry Maguire,No,,"1,900,000",2:19,800000,Jerry Maguire,Jerry Maguire,1996.0,R,13 Dec 1996,139 min,"Comedy, Drama, Romance",Cameron Crowe,Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.","English, American Sign ",United States,Won 1 Oscar. 26 wins & 41 nominations total,https://m.media-amazon.com/images/M/MV5BM2E1ZjU1MjctZjU2Yi00MGE1LWI1MDEtYzBlMWJlNDc1NTQxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,7.3,"299,553",tt0116695,movie,,"$153,952,592",,,True,
Babah,Yes,,"1,800,000",2:10,800000,Babah,Babah,2024.0,,05 Dec 2024,129 min,"Drama, Family",Mohd Shah Faizul,Wan Rafiq Fadzly,"Qi Razali, Cristina Suzanne Stockstill, Farhanna Qismina Sweet","As Isyak and his daughter Maya face the ups and downs of life, from losing a job to battling illness and the loss of hearing, their strong bond reveals the enduring power of love and family to carry them through the toughest times.",Malay,Malaysia,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZmExM2I3MmEtMzAwOC00MGRhLTk3MzMtNzY5MDM2N2YxZWU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",,6.7,174,tt33334393,movie,,,,,True,
Captain Phillips,No,,"1,800,000",2:14,800000,Captain Phillips,Captain Phillips,2013.0,PG-13,11 Oct 2013,134 min,"Action, Biography, Crime",Paul Greengrass,"Billy Ray, Richard Phillips, Stephan Talty","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","English, Somali","United States, United Kingdom, Malta",Nominated for 6 Oscars. 17 wins & 155 nominations total,https://m.media-amazon.com/images/M/MV5BMWYyNjI3ZjEtNGE5ZS00MDgxLWIzNGEtZTgzNDVlZjZjYWU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82.0,7.8,"510,711",tt1535109,movie,,"$107,100,855",,,True,
Greater,No,,"1,800,000",2:11,800000,Greater,Greater,2016.0,PG,08 Nov 2023,130 min,"Biography, Family, Sport",David L. Hunt,"Brian Reindl, David L. Hunt","Neal McDonough, Leslie Easterbrook, Christopher Severio","The story of Brandon Burlsworth, possibly the greatest walk-on in the history of college football.",English,United States,,https://m.media-amazon.com/images/M/MV5BODc2NjQ4MDIwN15BMl5BanBnXkFtZTgwMTQ5MzgzOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,7.4,"8,761",tt2950418,movie,,"$2,000,620",,,True,
Knives Out,No,,"1,800,000",2:10,800000,Knives Out,Knives Out,2019.0,PG-13,27 Nov 2019,130 min,"Comedy, Crime, Drama",Rian Johnson,Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate.",English,United States,Nominated for 1 Oscar. 52 wins & 113 nominations total,https://m.media-amazon.com/images/M/MV5BZDU5ZTRkYmItZjg0Mi00ZTQwLThjMWItNWM3MTMxMzVjZmVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82.0,7.9,"831,264",tt8946378,movie,,"$165,363,234",,,True,
The Judge (2014),No,,"1,800,000",2:21,800000,The Judge,The Judge,2014.0,R,10 Oct 2014,141 min,"Crime, Drama, Mystery",David Dobkin,"Nick Schenk, Bill Dubuque, David Dobkin","Robert Downey Jr., Robert Duvall, Vera Farmiga","Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth; along the way he reconnects with his estranged family.",English,United States,Nominated for 1 Oscar. 3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48.0,7.4,"211,552",tt1872194,movie,,"$47,119,388",,,True,
The Mummy Returns,No,,"1,800,000",2:10,800000,The Mummy Returns,The Mummy Returns,2001.0,PG-13,04 May 2001,130 min,"Action, Adventure, Fantasy",Stephen Sommers,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah","The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.","English, Arabic","United States, Morocco, United Kingdom, Jordan",6 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMjdiYzVlNjUtNGI5MC00MDE5LTk0MmQtNDc0YzIzOGRmMDNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48.0,6.4,"358,313",tt0209163,movie,,"$202,019,785",,,True,
The Substance,No,,"1,800,000",2:21,800000,The Substance,The Substance,2024.0,R,20 Sep 2024,141 min,"Drama, Horror, Sci-Fi",Coralie Fargeat,Coralie Fargeat,"Demi Moore, Margaret Qualley, Dennis Quaid","A fading celebrity takes a black-market drug: a cell-replicating substance that creates a younger, better version of herself.",English,"United Kingdom, France",Won 1 Oscar. 142 wins & 287 nominations total,https://m.media-amazon.com/images/M/MV5BZDQ1NGE5MGMtYzdlZC00ODExLWJlMDMtNWU4NjA5OWYwMDEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,7.2,"334,591",tt17526714,movie,,"$17,584,795",,,True,
DeAr (2024),Yes,,"1,700,000",2:12,800000,DeAr,DeAr,2024.0,,11 Apr 2024,132 min,"Drama, Family, Romance",Anand Ravichandran,Anand Ravichandran,"G.V. Prakash Kumar, Aishwarya Rajesh, Thalaivasal Vijay",A newly married couple faces challenges when the wife's snoring interrupts the husband's sleep. Their struggles depict the compromises needed for a lasting marriage.,Tamil,India,,https://m.media-amazon.com/images/M/MV5BMGJkM2RjN2UtMjUxMi00YzczLTlhMDEtNDRlNjgxZGE5ZDQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",,5.1,"1,354",tt24244300,movie,,,,,True,
The Legend of Zorro (2005),No,,"1,700,000",2:11,800000,The Legend of Zorro,The Legend of Zorro,2005.0,PG,28 Oct 2005,129 min,"Action, Adventure, Drama",Martin Campbell,"Roberto Orci, Alex Kurtzman, Ted Elliott","Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell","Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.","English, Spanish",United States,2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZjM3OGM3ZjYtYTA3YS00OTc5LWE0M2UtZTNiZjc2Yzg0ZTlhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,6.0,"112,175",tt0386140,movie,,"$46,464,023",,,True,
About Time (2013),No,,"1,600,000",2:03,800000,About Time,About Time,2013.0,R,08 Nov 2013,123 min,"Comedy, Drama, Fantasy",Richard Curtis,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",English,"United Kingdom, United States",3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,7.8,"419,148",tt2194499,movie,,"$15,322,921",,,True,
Battle: Los Angeles,No,,"1,600,000",1:56,800000,Battle: Los Angeles,Battle Los Angeles,2011.0,PG-13,11 Mar 2011,116 min,"Action, Adventure, Sci-Fi",Jonathan Liebesman,Christopher Bertolini,"Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan",A squad of U.S. Marines becomes the last line of defense against a global invasion.,"English, Ukrainian",United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BOGI1MzU4MGMtYjY5MC00MDNjLWI3OTMtYjM5YzcwOTg5NWNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37.0,5.7,"188,290",tt1217613,movie,,"$83,552,429",,,True,
God Is Brazilian // Deus é Brasileiro,No,,"1,600,000",1:53,800000,God Is Brazilian,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Greenland,No,,"1,600,000",1:59,800000,Greenland,Greenland,2020.0,PG-13,08 May 2021,119 min,"Action, Thriller",Ric Roman Waugh,Chris Sparling,"Gerard Butler, Morena Baccarin, Roger Dale Floyd","To save his family from a catastrophic end of times, John embarks on a risky quest to locate the last hope for salvation and witness the worst of mankind in the battle for survival.","English, Spanish, Russian","United States, United Kingdom",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZWZjZGMwNmUtYmRiMS00ODEwLTgyYjQtOGUzMDNhOGU3OGQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.4,"150,010",tt7737786,movie,,,,,True,
Happy Monday(s) // สวัสดีวันจันทร์ส,Yes,,"1,600,000",2:08,800000,Happy Monday(s),,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Lady Di // Leydi Di,No,,"1,600,000",1:55,800000,Lady Di,Lady Di: Before Royalty,2022.0,,02 Aug 2022,45 min,Biography,Jordan Hill,Jordan Hill,"Paul Burrell, King Charles III, Katie Nicholl","In 1980, an innocent nursery school teacher would go from anonymity to worldwide super stardom practically overnight. Everyone knows the story of Lady Diana Spencer, the naive girl that became a Princess and almost became a queen....",English,United Kingdom,,https://m.media-amazon.com/images/M/MV5BOTk0MDNmMTgtZTc3Yy00NDU0LTllYzEtNDJhNjBmYTU3NDM5XkEyXkFqcGc@._V1_SX300.jpg,[],,,,tt21627136,movie,,,,,True,
Mission: Impossible II,No,,"1,600,000",2:04,800000,Mission: Impossible II,Mission: Impossible II,2000.0,PG-13,24 May 2000,123 min,"Action, Adventure, Thriller",John Woo,"Bruce Geller, Ronald D. Moore, Brannon Braga","Tom Cruise, Dougray Scott, Thandiwe Newton","IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".",English,"Germany, United States",12 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BYWFjM2NhMTAtNDU1My00ODUxLTkwMzYtODQzNzM0ODM0ZWQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.1,"404,699",tt0120755,movie,,"$215,409,889",,,True,
My Boo // อนงค์,Yes,,"1,600,000",2:05,800000,My Boo,My Boo,2024.0,,10 Nov 2024,125 min,"Comedy, Drama, Horror",Komgrit Triwimol,Kirati Kumsat,"Punyawee Jungcharoen, Phuang Keawprasert, Jorin Khumpiraphan",Very Thai and very romantic story about love between a boy and a ghost girl.,Thai,Thailand,,https://m.media-amazon.com/images/M/MV5BYTJiYzM5YzYtMmExNS00M2M3LWEyZjMtYTNjYjZmNjUxMjIwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",,6.0,495,tt32380407,movie,,,,,True,
Recep İvedik 5,No,,"1,600,000",1:53,800000,Recep İvedik 5,Recep Ivedik 5,2017.0,TV-14,16 Feb 2017,114 min,Comedy,Togan Gökbakar,"Sahan Gökbakar, Togan Gökbakar","Sahan Gökbakar, Orkan Varan, Deniz Ceylan",Recep continues his adventure with international athletic games.,Turkish,Turkey,3 nominations total,https://m.media-amazon.com/images/M/MV5BYWJiMTQzYTAtNTdlNC00MTRhLTk5N2UtMmI1ZmZhOWI5NjBmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]",,3.4,"18,942",tt6439558,movie,,,,,True,
Red Dragon (2002),No,,"1,600,000",2:04,800000,Red Dragon,Red Dragon,2002.0,R,04 Oct 2002,124 min,"Crime, Drama, Thriller",Brett Ratner,"Thomas Harris, Ted Tally","Anthony Hopkins, Edward Norton, Ralph Fiennes","A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.","English, French","Germany, United States",4 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNmI0MDEwZTktMzdjMy00NDhmLWI2YjMtNGI4YjY0NDc3MDZkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,7.2,"305,958",tt0289765,movie,,"$93,149,898",,,True,
